code,meigara,kana,kuramoto,ken,shi,address,meigara_2,yomi,syurui,gennryoumai,seimaibuai,siyoukoubo,nihonnsyudo,sando,aminosanndo,amakarado,noutanndo,arukouru
162,菊駒（旧）,きくこま,八戸酒類 五戸工場,青森県,三戸郡,青森県五戸工場〒039-1554 青森県,菊駒  山廃仕込,,,華吹雪,60%,M2,+2,1.4,1.7,-0.22,-0.48,15～16%
162,菊駒（旧）,きくこま,八戸酒類 五戸工場,青森県,三戸郡,青森県五戸工場〒039-1554 青森県,菊駒  銀ラベル純米酒,,純米酒,華吹雪,65%,M2,+3,1.3～1.6,1.4,,,15～16%
1419,如空,じょくう,八戸酒類 五戸工場,青森県,三戸郡,青森県五戸工場〒039-1554 青森県,如空  大吟醸 華想い,,大吟醸,華想い,40%,まほろば吟酵母,+3.0,1.3,,-0.2,-0.71,16～17%
1419,如空,じょくう,八戸酒類 五戸工場,青森県,三戸郡,青森県五戸工場〒039-1554 青森県,如空  純米吟醸,,純米吟醸,山田錦、華想い,50%,,+1.0,1.5,,-0.24,-0.25,16～17%
1419,如空,じょくう,八戸酒類 五戸工場,青森県,三戸郡,青森県五戸工場〒039-1554 青森県,如空  純米吟醸 秋あがり,,純米吟醸,山田錦,50%,,+1.0,1.5,,-0.24,-0.25,15.5%,9月਍穥ɘ∰ഀഀ
1419,如空,じょくう,八戸酒類 五戸工場,青森県,三戸郡,青森県五戸工場〒039-1554 青森県,如空  純米吟醸 無濾過 生,,純米吟醸 無濾過 生,華吹雪,50%,,+2.0,1.6,,-0.45,-0.1,16～17%
1419,如空,じょくう,八戸酒類 五戸工場,青森県,三戸郡,青森県五戸工場〒039-1554 青森県,如空  純米 生原酒 初搾り,,純米 生原酒,華吹雪,60%,,+4.0,1.8,,-0.87,+0.18,17～18%,12月਍穥ɘ∰ഀഀ
1419,如空,じょくう,八戸酒類 五戸工場,青森県,三戸郡,青森県五戸工場〒039-1554 青森県,如空  原,げん,原酒,青森県産米,70%,,+4.0,1.5,,-0.52,-0.38,19～20%
1419,如空,じょくう,八戸酒類 五戸工場,青森県,三戸郡,青森県五戸工場〒039-1554 青森県,如空  ふくよか純米酒 山廃仕込み,,純米酒 山廃,青森県産米,60%,,+2.0,1.4,,-0.22,-0.48,15～16%,IWC2016日本酒部門で銀賞受賞。
1419,如空,じょくう,八戸酒類 五戸工場,青森県,三戸郡,青森県五戸工場〒039-1554 青森県,如空  Buveur 純米 生貯蔵酒,,純米 生貯蔵酒,青森県産米,75%,,+4.0,1.7,,-0.75,-0.01,15～16%,5月中旬発売。
1419,如空,じょくう,八戸酒類 五戸工場,青森県,三戸郡,青森県五戸工場〒039-1554 青森県,如空  本醸造,,本醸造,青森県産米,65%,10号酵母,+3.0,1.1,,+0.04,-1.09,15～16%
1419,如空,じょくう,八戸酒類 五戸工場,青森県,三戸郡,青森県五戸工場〒039-1554 青森県,如空  金撰,,,青森県産米,70%,10号酵母,+4.0,1.1,,-0.06,-1.13,15～16%
1419,如空,じょくう,八戸酒類 五戸工場,青森県,三戸郡,青森県五戸工場〒039-1554 青森県,如空  林檎王国,,,つがるロマン,70%,リンゴ酸高生産性酵母,-68,4.5,,+3,+8.68,7～8%
1555,菊駒,きくこま,菊駒酒造,青森県,三戸郡,青森県三戸郡五戸町字川原町12,菊駒  大吟醸,,大吟醸,山田錦,50%,,+2,1.6,1.2,-0.45,-0.1,15～16%
1555,菊駒,きくこま,菊駒酒造,青森県,三戸郡,青森県三戸郡五戸町字川原町12,菊駒  純米 生貯蔵 駒こゆる秋,,純米 生貯蔵,華吹雪,60%,協会10号,,,,,,15.5%
1555,菊駒,きくこま,菊駒酒造,青森県,三戸郡,青森県三戸郡五戸町字川原町12,菊駒  純米酒,,純米酒,華吹雪,60%,,+2,1.3,1.8,-0.1,-0.67,15～16%
1555,菊駒,きくこま,菊駒酒造,青森県,三戸郡,青森県三戸郡五戸町字川原町12,菊駒  原酒 三久,,原酒,青森県産米,70%,,±0,1.1,1.6,+0.31,-0.95,19%
1555,菊駒,きくこま,菊駒酒造,青森県,三戸郡,青森県三戸郡五戸町字川原町12,菊駒  小菊,,,青森県産米,70%,,+2,1.1,1.6,+0.13,-1.04,15～16%
3562,一の馬,いちのうま,盛田庄兵衛,青森県,上北郡,七戸町字七戸230,一の馬  本醸造 ,,本醸造 ,,,,,,,,,
3578,作田,さくた,盛田庄兵衛,青森県,上北郡,七戸町字七戸230,作田  純米吟醸 無濾過 原酒,,純米吟醸 無濾過 原酒,,,,,,,,,
3578,作田,さくた,盛田庄兵衛,青森県,上北郡,七戸町字七戸230,作田  純米吟醸酒 しぼりたて,,純米吟醸酒 しぼりたて,,,,,,,,,
3578,作田,さくた,盛田庄兵衛,青森県,上北郡,七戸町字七戸230,作田  特別純米酒,,特別純米酒,,60%,,+3,1.5,,-0.43,-0.34,
23,駒泉,こまいずみ,盛田庄兵衛,青森県,上北郡,七戸町字七戸230,駒泉  真心 黒ラベル,,純米大吟醸,麹米：山田錦、掛米：玉栄,40%,,+3,1.3,,-0.2,-0.71,
23,駒泉,こまいずみ,盛田庄兵衛,青森県,上北郡,七戸町字七戸230,駒泉  真心 吟醸 無濾過 生原酒,,吟醸 無濾過 生原酒,,,,,,,,,
23,駒泉,こまいずみ,盛田庄兵衛,青森県,上北郡,七戸町字七戸230,駒泉  山廃 純米吟醸,,山廃 純米吟醸,,,,,,,,,
23,駒泉,こまいずみ,盛田庄兵衛,青森県,上北郡,七戸町字七戸230,駒泉  吟醸酒 初しぼり,,吟醸,華吹雪,55%,,+7,1.3,,-0.57,-0.89,16～17%
23,駒泉,こまいずみ,盛田庄兵衛,青森県,上北郡,七戸町字七戸230,駒泉  駒泉の辛口 赤ラベル,,特別本醸造,,60%,,+5,1.3,,-0.38,-0.8,15%
23,駒泉,こまいずみ,盛田庄兵衛,青森県,上北郡,七戸町字七戸230,駒泉  本醸造,,本醸造,,,,,,,,,
25,桜顔,さくらがお,桜顔酒造,岩手県,盛岡市,岩手県盛岡市川目町23-18,桜顔  純米大吟醸 飛天抄,ひてんしょう,純米大吟醸,山田錦,40%,,+3,1.2,,-0.08,-0.9,15%
25,桜顔,さくらがお,桜顔酒造,岩手県,盛岡市,岩手県盛岡市川目町23-18,桜顔  純米大吟醸 生 南部の雫,,純米大吟醸,吟ぎんが,,,+3,1.2,,-0.08,-0.9,17%
25,桜顔,さくらがお,桜顔酒造,岩手県,盛岡市,岩手県盛岡市川目町23-18,桜顔  大吟醸 南部の雫,,大吟醸,ぎんおとめ,,,+3,1.2,,-0.08,-0.9,18%
25,桜顔,さくらがお,桜顔酒造,岩手県,盛岡市,岩手県盛岡市川目町23-18,桜顔  純米吟醸 中取り,,純米吟醸,,,,,,,,,,季節限定商品
25,桜顔,さくらがお,桜顔酒造,岩手県,盛岡市,岩手県盛岡市川目町23-18,桜顔  無ろ過 生原酒,,原酒,はなの舞,,,-2,1.5,,+0.04,-0.11,18%,季節限定商品
25,桜顔,さくらがお,桜顔酒造,岩手県,盛岡市,岩手県盛岡市川目町23-18,桜顔  柱造り 蔵元鑑査,,,雪化粧,,,±0,1.5,,-0.15,-0.2,18%,柱造りとは、元禄時代に生まれた製法で、もろみに焼酎を加えて醸造する。１５年熟成焼酎使用。
25,桜顔,さくらがお,桜顔酒造,岩手県,盛岡市,岩手県盛岡市川目町23-18,桜顔  純米酒 楽歳,らくさい,純米酒,花の舞,,,+2,1.5,,-0.34,-0.29,15%
25,桜顔,さくらがお,桜顔酒造,岩手県,盛岡市,岩手県盛岡市川目町23-18,桜顔  本醸造 超辛口,,本醸造,岩手県産米,,,+15,1.7,,-1.76,-0.5,15%
25,桜顔,さくらがお,桜顔酒造,岩手県,盛岡市,岩手県盛岡市川目町23-18,桜顔  寒造り辛口,,,岩手県産米,,,+7,1.5,,-0.8,-0.52,15%
25,桜顔,さくらがお,桜顔酒造,岩手県,盛岡市,岩手県盛岡市川目町23-18,桜顔  純米 生貯蔵酒,,純米酒,岩手県産米,,,+2,2.0,,-0.92,+0.65,14%
165,大地の一献,だいちのいっこん,桜顔酒造,岩手県,盛岡市,岩手県盛岡市川目町23-18,大地の一献  生原酒,,原酒,五百万石,,,+2,1.2,,+0.01,-0.85,18%,季節限定商品
165,大地の一献,だいちのいっこん,桜顔酒造,岩手県,盛岡市,岩手県盛岡市川目町23-18,大地の一献  特別本醸造,,特別本醸造,五百万石,50%,,+3,1.2,,-0.08,-0.9,15%
27,あさ開,あさびらき,あさ開,岩手県,盛岡市,岩手県盛岡市大慈寺町10-34,あさ開  木桶仕込 十一代目 源三,,純米大吟醸,吟ぎんが,50%,,+1,1.5,1.0,-0.24,-0.25,16～17%
27,あさ開,あさびらき,あさ開,岩手県,盛岡市,岩手県盛岡市大慈寺町10-34,あさ開  大吟醸 金賞受賞酒,,大吟醸,山田錦,麹米：40%、掛米：35%,,+3,1.3,0.9,-0.2,-0.71,17～18%
27,あさ開,あさびらき,あさ開,岩手県,盛岡市,岩手県盛岡市大慈寺町10-34,あさ開  大吟醸古酒 万葉の詩,,大吟醸古酒,山田錦,35%,,+5,1.4,0.9,-0.5,-0.61,17%
27,あさ開,あさびらき,あさ開,岩手県,盛岡市,岩手県盛岡市大慈寺町10-34,あさ開  大吟醸ライト 水の王,,大吟醸,山田錦,50%,,-3,1.2,0.7,+0.48,-0.63,10～11%
27,あさ開,あさびらき,あさ開,岩手県,盛岡市,岩手県盛岡市大慈寺町10-34,あさ開  純金箔入 大吟醸,,大吟醸,吟ぎんが,50%,,,,,,,
27,あさ開,あさびらき,あさ開,岩手県,盛岡市,岩手県盛岡市大慈寺町10-34,あさ開  手造り 大吟醸,,大吟醸,吟ぎんが,50%,,+4,1.35,0.9,-0.35,-0.66,15～16%
27,あさ開,あさびらき,あさ開,岩手県,盛岡市,岩手県盛岡市大慈寺町10-34,あさ開  純米吟醸 夢灯り,ゆめあかり,純米吟醸,ひとめぼれ,55%,協会9号,-1,1.3,1.0,+0.18,-0.53,14～15%
27,あさ開,あさびらき,あさ開,岩手県,盛岡市,岩手県盛岡市大慈寺町10-34,あさ開  特別純米酒 生酛,きもと,特別純米酒 ,玉栄,60%,,±0,1.6,1.7,-0.27,-0.01,15～16%
27,あさ開,あさびらき,あさ開,岩手県,盛岡市,岩手県盛岡市大慈寺町10-34,あさ開  淡麗吟醸 雪灯り,,,美山錦,50%,,,,,,,14.6%
27,あさ開,あさびらき,あさ開,岩手県,盛岡市,岩手県盛岡市大慈寺町10-34,あさ開  純米大辛口 水神,すいじん,純米酒,岩手県産米,70%,,+10,1.5,1.4,-1.07,-0.65,16～17%
27,あさ開,あさびらき,あさ開,岩手県,盛岡市,岩手県盛岡市大慈寺町10-34,あさ開  純米吟醸 ひやおろし,,純米吟醸,いわてっこ,55%,岩手県吟醸2号酵母,+1,1.2,1.2,+0.11,-0.81,15～16%
27,あさ開,あさびらき,あさ開,岩手県,盛岡市,岩手県盛岡市大慈寺町10-34,あさ開  本醸造 淡麗辛口 ゴールド,,本醸造,岩手県産酒造米,65%,,+3,1.2,1.2,-0.08,-0.9,15～16%
27,あさ開,あさびらき,あさ開,岩手県,盛岡市,岩手県盛岡市大慈寺町10-34,あさ開  純米吟醸 横笛の響き,,純米吟醸,吟ぎんが,55%,,+1,1.3,1.2,-0.01,-0.62,15～16%
27,あさ開,あさびらき,あさ開,岩手県,盛岡市,岩手県盛岡市大慈寺町10-34,あさ開  本醸超辛,,本醸造,岩手県産酒造米,70%,,+10,1.3,1.3,-0.84,-1.03,15～16%
27,あさ開,あさびらき,あさ開,岩手県,盛岡市,岩手県盛岡市大慈寺町10-34,あさ開  本醸造 淡麗辛口 シルバー,,本醸造,岩手県産酒造米,麹米：60%、掛米：70%,,+3,1.2,1.1,-0.08,-0.9,15～16%
3810,海龍,かいりゅう,赤武酒造,岩手県,盛岡市,岩手県盛岡市北飯岡1-8-60,海龍  神水,,吟醸,,,,+2,1.6,,-0.45,-0.1,15～16%
2835,赤武,あかぶ,赤武酒造,岩手県,盛岡市,岩手県盛岡市北飯岡1-8-60,赤武  純米大吟醸 結の香,ゆいのか,純米大吟醸,結の香,40%,,-2,1.4,,+0.15,-0.3,16%
2835,赤武,あかぶ,赤武酒造,岩手県,盛岡市,岩手県盛岡市北飯岡1-8-60,赤武  純米酒,,純米酒,岩手県産米,60%,ゆうこの想い,+1,1.6,,-0.36,-0.06,17.5%
2835,赤武,あかぶ,赤武酒造,岩手県,盛岡市,岩手県盛岡市北飯岡1-8-60,赤武  熟成生酒,,吟醸 生 熟成,岩手県産米,60%,いわて2号,+3,1.5,,-0.43,-0.34,15%
28,岩手川,いわてがわ,岩手川,岩手県,盛岡市,岩手県盛岡市,岩手川  手造り大吟醸,,大吟醸,山田錦,38%,,+2,1.1,,+0.13,-1.04,16～17度
28,岩手川,いわてがわ,岩手川,岩手県,盛岡市,岩手県盛岡市,岩手川  純米吟醸 あおぎり,,純米吟醸,美山錦,55%,,+1,1.3,,-0.01,-0.62,15～16度
28,岩手川,いわてがわ,岩手川,岩手県,盛岡市,岩手県盛岡市,岩手川  モンドセレクション金賞受賞酒,,大吟醸,,37%,,+3,1.1,,+0.04,-1.09,15～16度
26,菊の司,きくのつかさ,菊の司酒造,岩手県,盛岡市,岩手県盛岡市紺屋町4-20,菊の司  大吟醸 清冽,,大吟醸,,50%,,+6,1.4,,-0.59,-0.66,
3259,平井六右衛門,ひらいろくえもん,菊の司酒造,岩手県,盛岡市,岩手県盛岡市紺屋町4-20,平井六右衛門  純米酒 そのまんま,,純米酒 無濾過 生原酒,ぎんおとめ,,Iw201,+2.6,2.0,1.4,-0.97,+0.62,17%
3259,平井六右衛門,ひらいろくえもん,菊の司酒造,岩手県,盛岡市,岩手県盛岡市紺屋町4-20,平井六右衛門  純米酒 活性 生原酒 ささにごり,,純米酒 活性 生原酒,,,,,,,,,
167,七福神,しちふくじん,菊の司酒造,岩手県,盛岡市,岩手県盛岡市紺屋町4-20,七福神  純米大吟醸,,純米大吟醸,,40%,,+5,1.6,,-0.73,-0.24,
167,七福神,しちふくじん,菊の司酒造,岩手県,盛岡市,岩手県盛岡市紺屋町4-20,七福神  亀萬歳,かめまんざい,生障ﾙ純米,亀の尾,60%,,+3,2.0,,-1.01,+0.6,
167,七福神,しちふくじん,菊の司酒造,岩手県,盛岡市,岩手県盛岡市紺屋町4-20,七福神  純米酒,,純米酒,トヨニシキ,65%,,+2,1.7,,-0.57,+0.09,15～16%
33,関山,かんざん,両磐酒造,岩手県,一関市,岩手県一関市末広1-8-23,関山  純米大吟醸 桐箱,,純米大吟醸,山田錦,40%,,+2,1.6,,-0.45,-0.1,17～18%
33,関山,かんざん,両磐酒造,岩手県,一関市,岩手県一関市末広1-8-23,関山  純米大吟醸 結の香,,純米大吟醸,結の香,40%,,-1,1.3,,+0.18,-0.53,17%
33,関山,かんざん,両磐酒造,岩手県,一関市,岩手県一関市末広1-8-23,関山  超特選 大吟醸 原酒,,大吟醸 原酒,,40%,,,,,,,17～18%
33,関山,かんざん,両磐酒造,岩手県,一関市,岩手県一関市末広1-8-23,関山  八槽,はちふね,特別純米酒,雄町、出羽燦々,50%,,,,,,,15%
33,関山,かんざん,両磐酒造,岩手県,一関市,岩手県一関市末広1-8-23,関山  山廃 純米吟醸,,山廃 純米吟醸,玉栄,55%,,+2,2.3,,-1.26,+1.21,15～16%
33,関山,かんざん,両磐酒造,岩手県,一関市,岩手県一関市末広1-8-23,関山  特別純米酒,,特別純米酒,玉栄,60%,,+4,1.6,,-0.64,-0.19,15～16%
33,関山,かんざん,両磐酒造,岩手県,一関市,岩手県一関市末広1-8-23,関山  翠紋,,特別純米酒,玉栄,60%,,,,,,,15～16%
33,関山,かんざん,両磐酒造,岩手県,一関市,岩手県一関市末広1-8-23,関山  特別純米酒 信,しん,特別純米酒,山田錦,,,+4.5,1.5,,-0.57,-0.4,13%
33,関山,かんざん,両磐酒造,岩手県,一関市,岩手県一関市末広1-8-23,関山  本醸造 生 貯蔵酒,,本醸造 生 貯蔵酒,,70%,,,,,,,14～15%
33,関山,かんざん,両磐酒造,岩手県,一関市,岩手県一関市末広1-8-23,関山  吟醸 生 貯蔵酒,,吟醸 生 貯蔵酒,,,,,,,,,
1814,雪っこ,ゆきっこ,酔仙酒造,岩手県,大船渡市,岩手県大船渡市猪川町久名110-1,雪っこ  活性原酒,,活性原酒,雪っこ米,70%,,-17,1.0,,+2.03,-0.36,20.3%
36,酔仙,すいせん,酔仙酒造,岩手県,大船渡市,岩手県大船渡市猪川町久名110-1,酔仙  大吟醸 秘蔵古酒 十年氷温貯蔵,,大吟醸古酒,山田錦,40%,,+5,1.2,,-0.27,-0.99,17.5%
36,酔仙,すいせん,酔仙酒造,岩手県,大船渡市,岩手県大船渡市猪川町久名110-1,酔仙  大吟醸,,大吟醸,山田錦,40%,協会9号系,+6,1.4,,-0.59,-0.66,17.3%
36,酔仙,すいせん,酔仙酒造,岩手県,大船渡市,岩手県大船渡市猪川町久名110-1,酔仙  純米吟醸酒 吟ぎんが,,純米吟醸酒,吟ぎんが,50%,,+1,1.4,,-0.13,-0.43,15.5%
36,酔仙,すいせん,酔仙酒造,岩手県,大船渡市,岩手県大船渡市猪川町久名110-1,酔仙  純米酒,,純米酒,トヨニシキ,68%,,+1,1.8,,-0.59,+0.32,15.5%
1161,喜久盛（岩手県）,きくざかり,喜久盛酒造,岩手県,北上市,更木3-54,喜久盛  有末,ありすえ,純米吟醸,亀の尾,50%,,,,,,,18%
1161,喜久盛（岩手県）,きくざかり,喜久盛酒造,岩手県,北上市,更木3-54,喜久盛  金印,,普通酒,,,,,,,,,
2474,リゾビーノ,りぞびーの,喜久盛酒造,岩手県,北上市,更木3-54,リゾビーノ  Risovino,,,ササニシキ,70%,ワイン酵母,,4.5,1.0,,,8～9%
2803,タクシードライバー,たくしーどらいばー,喜久盛酒造,岩手県,北上市,更木3-54,タクシードライバー  純米原酒,,純米原酒,吟ぎんが,60%,,-1.5,1.7,1.5,-0.24,+0.24,18～19%
169,仙人郷,せんにんきょう,浜千鳥,岩手県,釜石市,岩手県釜石市小川町3-8-7,仙人郷  純米酒,,純米酒,,58%,,-1,1.4,,+0.06,-0.34,
32,浜千鳥,はまちどり,浜千鳥,岩手県,釜石市,岩手県釜石市小川町3-8-7,浜千鳥  大吟醸,,大吟醸,山田錦,40%,,+4,1.3,,-0.29,-0.76,16.5%
32,浜千鳥,はまちどり,浜千鳥,岩手県,釜石市,岩手県釜石市小川町3-8-7,浜千鳥  純米吟醸 吟ぎんが,,純米吟醸,吟ぎんが,55%,,+3,1.6,,-0.54,-0.15,16.5%
32,浜千鳥,はまちどり,浜千鳥,岩手県,釜石市,岩手県釜石市小川町3-8-7,浜千鳥  特別純米酒,,特別純米酒,美山錦,55%,,+1,1.5,,-0.24,-0.25,15.6%
32,浜千鳥,はまちどり,浜千鳥,岩手県,釜石市,岩手県釜石市小川町3-8-7,浜千鳥  純米酒,,純米酒,吟ぎんが、ぎんおとめ,58%,,-0.5,1.5,,-0.1,-0.18,15.4%
32,浜千鳥,はまちどり,浜千鳥,岩手県,釜石市,岩手県釜石市小川町3-8-7,浜千鳥  本醸造,,本醸造,たかねみのり,60%,,-0.5,1.4,,+0.01,-0.37,15.4%
1375,千両男山,せんりょうおとこやま,菱屋酒造店,岩手県,宮古市,岩手県宮古市鍬ヶ崎下町5-24,千両男山  純米大吟醸,,純米大吟醸,,40%,,,,,,,16%
1375,千両男山,せんりょうおとこやま,菱屋酒造店,岩手県,宮古市,岩手県宮古市鍬ヶ崎下町5-24,千両男山  吟醸 スペシャル,,吟醸,,50%,,,,,,,16%
1375,千両男山,せんりょうおとこやま,菱屋酒造店,岩手県,宮古市,岩手県宮古市鍬ヶ崎下町5-24,千両男山  特別純米酒 銀河の流れ,,特別純米酒,,60%,,,,,,,16%
35,龍泉八重桜,りゅうせんやえざくら,泉金酒造,岩手県,下閉਍Ⲑ꤀䭜ౢ୷襎ඕ伊郡岩泉町岩泉太田30,龍泉八重桜  大吟醸,,,,40%,,+4,1.4,,-0.4,-0.57,
35,龍泉八重桜,りゅうせんやえざくら,泉金酒造,岩手県,下閉਍Ⲑ꤀䭜ౢ୷襎ඕ伊郡岩泉町岩泉太田30,龍泉八重桜  純米,,,,60%,,-1,1.5,,-0.06,-0.15,
1269,酔右衛門,よえもん,川村酒造店,岩手県,花巻市,岩手県花巻市石鳥谷町好地12-132,酔右衛門  純米大吟醸 山田錦,,純米大吟醸,山田錦,40%,協会7号,+4,1.5,0.8,-0.52,-0.38,17.5%
1269,酔右衛門,よえもん,川村酒造店,岩手県,花巻市,岩手県花巻市石鳥谷町好地12-132,酔右衛門  純米生原酒 無濾過 山田錦,,純米酒 無濾過 生原酒,山田錦,70%,協会7号,,2.0,,,,
1269,酔右衛門,よえもん,川村酒造店,岩手県,花巻市,岩手県花巻市石鳥谷町好地12-132,酔右衛門  純米酒 雄町,,純米酒 無濾過,雄町,60%,,,,,,,
31,月の輪,つきのわ,月の輪酒造店,岩手県,紫波郡,岩手県紫波郡紫波町高水寺向畑101,月の輪  大吟醸 金賞受賞酒,,大吟醸,山田錦,40%,,+3,1.5,,-0.43,-0.34,
31,月の輪,つきのわ,月の輪酒造店,岩手県,紫波郡,岩手県紫波郡紫波町高水寺向畑101,月の輪  純米吟醸 愛山,,純米吟醸,愛山,50%,,+5,1.6,1.0,-0.73,-0.24,16.5%
31,月の輪,つきのわ,月の輪酒造店,岩手県,紫波郡,岩手県紫波郡紫波町高水寺向畑101,月の輪  純米吟醸 悠遊粹酔,,純米吟醸,ひとめぼれ,50%,岩手2号,+4,,,,,16.5%
31,月の輪,つきのわ,月の輪酒造店,岩手県,紫波郡,岩手県紫波郡紫波町高水寺向畑101,月の輪  大吟醸 宵の月,,大吟醸,吟ぎんが,50%,岩手2号,+4,1.2,,-0.17,-0.95,16.5%
31,月の輪,つきのわ,月の輪酒造店,岩手県,紫波郡,岩手県紫波郡紫波町高水寺向畑101,月の輪  無農薬米酒,,純米酒,ひとめぼれ,65%,岩手2号,,,,,,15.4%
31,月の輪,つきのわ,月の輪酒造店,岩手県,紫波郡,岩手県紫波郡紫波町高水寺向畑101,月の輪  特別純米酒,,特別純米酒,吟ぎんが,55%,岩手2号,+4,1.2,,-0.17,-0.95,15.4%
31,月の輪,つきのわ,月の輪酒造店,岩手県,紫波郡,岩手県紫波郡紫波町高水寺向畑101,月の輪  純米酒,,純米酒,たかねみのり,65%,協会901号,+4,1.7,,-0.75,-0.01,15.4%
168,宵の月,よいのつき,月の輪酒造店,岩手県,紫波郡,岩手県紫波郡紫波町高水寺向畑101,宵の月  大吟醸,,大吟醸,,50%,,+5,1.4,,-0.5,-0.61,
1187,廣喜,ひろき,廣田酒造店,岩手県,紫波郡,岩手県紫波郡紫波町宮手泉屋敷2-4,廣喜  純米大吟醸 紫,ゆかり,純米大吟醸,山田錦,40%,,+4,,,,,16%
1187,廣喜,ひろき,廣田酒造店,岩手県,紫波郡,岩手県紫波郡紫波町宮手泉屋敷2-4,廣喜  紫波 ほ乃香,,純米吟醸,ぎんおとめ,55%,,+3,,,,,16%
1187,廣喜,ひろき,廣田酒造店,岩手県,紫波郡,岩手県紫波郡紫波町宮手泉屋敷2-4,廣喜  特別純米酒 あらばしり 生原酒,,特別純米酒 あらばしり 生原酒,,60%,,,,,,,16%
1187,廣喜,ひろき,廣田酒造店,岩手県,紫波郡,岩手県紫波郡紫波町宮手泉屋敷2-4,廣喜  特別純米酒,,特別純米酒,タカネミノリ,60%,,+3,,,,,14%
1187,廣喜,ひろき,廣田酒造店,岩手県,紫波郡,岩手県紫波郡紫波町宮手泉屋敷2-4,廣喜  特別本醸造,,特別本醸造,ぎんおとめ,60%,,+2,,,,,14%
1188,荒蝦夷,あらえびす,廣田酒造店,岩手県,紫波郡,岩手県紫波郡紫波町宮手泉屋敷2-4,荒蝦夷  活性原酒 純米にごり酒,,純米にごり酒,タカネミノリ,60%,協会9号,±0,,,,,16～17%
1188,荒蝦夷,あらえびす,廣田酒造店,岩手県,紫波郡,岩手県紫波郡紫波町宮手泉屋敷2-4,荒蝦夷  無濾過 吟醸原酒,,吟醸原酒,,,,,,,,,
2833,喜平治,きへいじ,廣田酒造店,岩手県,紫波郡,岩手県紫波郡紫波町宮手泉屋敷2-4,喜平治  純米吟醸 中取り,,純米吟醸,吟ぎんが,55%,,+2,,,,,16%
2833,喜平治,きへいじ,廣田酒造店,岩手県,紫波郡,岩手県紫波郡紫波町宮手泉屋敷2-4,喜平治  特別純米 原酒,,特別純米酒 原酒,,60%,,+3,,,,,17%
1415,堀の井,ほりのい,高橋酒造店（岩手県）,岩手県,紫波郡,岩手県紫波郡紫波町片寄堀米36,堀の井  純米大吟醸 無濾過 原酒 吟ぎんが,,純米大吟醸 無濾過 原酒,吟ぎんが,50%,ゆうこの想い,,,,,,17～18%
1415,堀の井,ほりのい,高橋酒造店（岩手県）,岩手県,紫波郡,岩手県紫波郡紫波町片寄堀米36,堀の井  純米酒,,純米酒,トヨニシキ,60%,協会9号,+3,1.6,,-0.54,-0.15,
2751,堀米,ほりごめ,高橋酒造店（岩手県）,岩手県,紫波郡,岩手県紫波郡紫波町片寄堀米36,堀米  純米酒,,純米酒,トヨニシキ,60%,,,,,,,18～19%
3265,あづまみね,あづまみね,吾妻嶺酒造店,岩手県,紫波郡,岩手県紫波郡紫波町土舘内川5,あづまみね  純米吟醸 愛山,,純米吟醸,愛山,50%,,+3,,,,,
3265,あづまみね,あづまみね,吾妻嶺酒造店,岩手県,紫波郡,岩手県紫波郡紫波町土舘内川5,あづまみね  南部流生酛造り 純米吟醸 美山錦,,純米吟醸 無濾過 生原酒,美山錦,50%,,,,,,,18～19%
3265,あづまみね,あづまみね,吾妻嶺酒造店,岩手県,紫波郡,岩手県紫波郡紫波町土舘内川5,あづまみね  地梅酒,,梅酒,梅,,,,,,,,
3265,あづまみね,あづまみね,吾妻嶺酒造店,岩手県,紫波郡,岩手県紫波郡紫波町土舘内川5,あづまみね  純米吟醸 ぎんおとめ,,純米吟醸,ぎんおとめ,50%,,,,,,,
3265,あづまみね,あづまみね,吾妻嶺酒造店,岩手県,紫波郡,岩手県紫波郡紫波町土舘内川5,あづまみね  純米 ぎんおとめ,,純米酒,ぎんおとめ,55%,,,,,,,
3265,あづまみね,あづまみね,吾妻嶺酒造店,岩手県,紫波郡,岩手県紫波郡紫波町土舘内川5,あづまみね  元撰,,特別本醸造,,,,,,,,,
30,吾妻嶺,あづまみね,吾妻嶺酒造店,岩手県,紫波郡,岩手県紫波郡紫波町土舘内川5,吾妻嶺  本醸造,,本醸造,,70%,,+3.5,1.4,,-0.36,-0.55,
37,南部美人,なんぶびじん,南部美人,岩手県,二戸市,岩手県二戸市福岡਍㩎ㅵ㌀Ⰰ圀躐멿⁎ 䄀氀氀 䬀漀樀椀ⰀⰀ栀륑ᒞ獽剼ⲑ저쬰뜰괰İ혰ⱎ㘀㔀─Ⰰ꤀䭜㉢œ吰ᩓ乏伀㜀㜀Ⰰⴀ㈀　Ⰰ㌀⸀㔀ⰀⰀⴀ　⸀㔀㠀Ⰰ⬀㐀⸀㐀㠀Ⰰ㄀㔀帀ㇿ㘀─Ⰰ栀륑ᒞ獽핼뱎羏∰ഀഀ
29,鷲の尾,わしのお,わしの尾,岩手県,八幡平市,岩手県八幡平市大更第22地割158,鷲の尾  雋,せん,純米吟醸,山田錦,35%,,+0.5,1.5,,-0.2,-0.22,16.6%
29,鷲の尾,わしのお,わしの尾,岩手県,八幡平市,岩手県八幡平市大更第22地割158,鷲の尾  蔵人の酒 純米吟醸,,純米吟醸,山田錦,40%,,+1,1.2,,+0.11,-0.81,16.6%
